CDS_CODE,ETHNIC,GENDER,GRADS,UC_GRADS,YEAR
01100170109835,2,F,9,7,1213
01100170109835,2,M,4,3,1213
01100170109835,6,F,3,1,1213
01100170109835,6,M,2,2,1213
01100170109835,0,M,3,1,1213
01100170109835,4,M,1,0,1213
01100170109835,5,F,4,1,1213
01100170109835,5,M,6,1,1213
01100170109835,1,F,1,1,1213
01100170109835,3,F,1,1,1213
01100170109835,7,F,32,14,1213
01100170109835,7,M,15,2,1213
01100170112607,2,M,1,1,1213
01100170112607,6,F,19,19,1213
01100170112607,6,M,7,7,1213
01100170112607,5,F,9,9,1213
01100170112607,5,M,11,11,1213
01100170112607,9,F,2,2,1213
01100170112607,7,F,2,2,1213
01100170118489,6,F,13,11,1213
01100170118489,6,M,9,5,1213
01100170118489,4,M,1,1,1213
01100170118489,5,F,10,9,1213
01100170118489,5,M,11,10,1213
01100170118489,9,M,1,1,1213
01100170130401,6,M,9,0,1213
01100170130401,5,M,4,0,1213
01100170130401,9,F,1,0,1213
01100170130401,9,M,1,0,1213
01100170130419,2,M,1,0,1213
01100170130419,6,M,4,0,1213
01100170130419,4,F,1,0,1213
01100170130419,4,M,3,0,1213
01100170130419,5,F,15,0,1213
01100170130419,5,M,9,0,1213
01100170130419,3,M,2,0,1213
01100170130419,9,F,1,0,1213
01100170130419,7,F,1,0,1213
01100170130427,6,F,11,0,1213
01100170130427,4,F,1,0,1213
01100170130427,5,F,14,0,1213
01316170131763,2,F,1,0,1213
01316170131763,6,M,1,0,1213
01316170131763,4,M,1,0,1213
01316170131763,5,F,12,0,1213
01316170131763,5,M,4,0,1213
01316170131763,7,F,7,0,1213
01316170131763,7,M,6,0,1213
01611190106401,2,F,12,12,1213
01611190106401,2,M,6,6,1213
01611190106401,6,F,4,4,1213
01611190106401,6,M,1,1,1213
01611190106401,4,F,2,2,1213
01611190106401,5,F,3,3,1213
01611190106401,5,M,4,4,1213
01611190106401,9,F,1,1,1213
01611190106401,9,M,1,1,1213
01611190106401,7,F,2,2,1213
01611190106401,7,M,4,4,1213
01611190119222,2,F,2,2,1213
01611190119222,6,F,1,1,1213
01611190119222,4,F,1,1,1213
01611190119222,4,M,1,1,1213
01611190119222,5,F,1,1,1213
01611190119222,5,M,1,1,1213
01611190119222,7,M,1,1,1213
01611190130229,2,F,96,74,1213
01611190130229,2,M,110,73,1213
01611190130229,6,F,12,4,1213
01611190130229,6,M,13,1,1213
01611190130229,4,F,19,13,1213
01611190130229,4,M,10,4,1213
01611190130229,5,F,14,7,1213
01611190130229,5,M,22,5,1213
01611190130229,1,F,1,1,1213
01611190130229,3,M,2,1,1213
01611190130229,9,F,2,0,1213
01611190130229,7,F,73,46,1213
01611190130229,7,M,75,46,1213
01611190130609,2,F,1,1,1213
01611190130609,2,M,1,1,1213
01611190130609,6,F,1,1,1213
01611190130609,4,M,1,1,1213
01611190130609,5,F,2,2,1213
01611190130609,1,M,1,1,1213
01611190130609,7,F,8,8,1213
01611190130609,7,M,3,3,1213
01611190130625,2,M,1,1,1213
01611190130625,6,F,1,1,1213
01611190130625,6,M,1,1,1213
01611190130625,5,F,7,7,1213
01611190130625,5,M,11,11,1213
01611190130625,9,F,1,1,1213
01611190130625,9,M,1,1,1213
01611190130625,7,F,2,2,1213
01611190130625,7,M,1,1,1213
01611190132878,2,F,36,15,1213
01611190132878,2,M,31,11,1213
01611190132878,6,F,16,0,1213
01611190132878,6,M,11,1,1213
01611190132878,4,F,18,5,1213
