CDS_CODE,ETHNIC,GENDER,GRADS,UC_GRADS,YEAR
01100170130401,2,F,0,0,9697
01100170130401,2,M,1,0,9697
01100170130401,6,F,1,0,9697
01100170130401,6,M,3,0,9697
01100170130401,4,F,0,0,9697
01100170130401,4,M,0,0,9697
01100170130401,5,F,0,0,9697
01100170130401,5,M,1,0,9697
01100170130401,1,F,0,0,9697
01100170130401,1,M,0,0,9697
01100170130401,3,M,0,0,9697
01100170130401,7,F,0,0,9697
01100170130401,7,M,1,0,9697
01100170130419,6,F,0,0,9697
01100170130419,6,M,0,0,9697
01100170130419,5,F,0,0,9697
01100170130419,5,M,0,0,9697
01100170130419,7,F,0,0,9697
01100170130419,7,M,0,0,9697
01100170130427,2,F,0,0,9697
01100170130427,6,F,0,0,9697
01100170130427,4,F,0,0,9697
01100170130427,5,F,3,0,9697
01100170130427,1,F,0,0,9697
01100170130427,7,F,10,0,9697
01100176114896,2,M,0,0,9697
01100176114896,6,F,0,0,9697
01100176114896,6,M,0,0,9697
01100176114896,5,F,0,0,9697
01100176114896,5,M,0,0,9697
01100176114896,1,F,0,0,9697
01100176114896,1,M,0,0,9697
01100176114896,7,F,0,0,9697
01100176114896,7,M,0,0,9697
01611190130229,2,F,59,43,9697
01611190130229,2,M,58,39,9697
01611190130229,6,F,19,5,9697
01611190130229,6,M,7,2,9697
01611190130229,4,F,5,2,9697
01611190130229,4,M,10,8,9697
01611190130229,5,F,13,4,9697
01611190130229,5,M,12,4,9697
01611190130229,1,F,3,1,9697
01611190130229,1,M,0,0,9697
01611190130229,3,F,2,1,9697
01611190130229,3,M,0,0,9697
01611190130229,7,F,85,49,9697
01611190130229,7,M,67,31,9697
01611190132878,2,F,18,15,9697
01611190132878,2,M,21,8,9697
01611190132878,6,F,23,9,9697
01611190132878,6,M,27,5,9697
01611190132878,4,F,17,8,9697
01611190132878,4,M,23,9,9697
01611190132878,5,F,10,4,9697
01611190132878,5,M,8,8,9697
01611190132878,1,M,0,0,9697
01611190132878,3,F,0,0,9697
01611190132878,3,M,2,0,9697
01611190132878,7,F,22,10,9697
01611190132878,7,M,26,17,9697
01611190134304,2,F,0,0,9697
01611190134304,2,M,1,0,9697
01611190134304,6,F,6,0,9697
01611190134304,6,M,1,0,9697
01611190134304,4,F,4,0,9697
01611190134304,4,M,3,0,9697
01611190134304,5,F,4,0,9697
01611190134304,5,M,5,0,9697
01611190134304,1,F,0,0,9697
01611190134304,1,M,0,0,9697
01611190134304,3,F,0,0,9697
01611190134304,3,M,1,0,9697
01611190134304,7,F,5,0,9697
01611190134304,7,M,8,0,9697
01611196000004,2,F,0,0,9697
01611196000004,2,M,0,0,9697
01611196000004,6,F,0,0,9697
01611196000004,6,M,0,0,9697
01611196000004,4,F,0,0,9697
01611196000004,4,M,0,0,9697
01611196000004,5,F,0,0,9697
01611196000004,5,M,0,0,9697
01611196000004,1,F,0,0,9697
01611196000004,1,M,0,0,9697
01611196000004,3,F,0,0,9697
01611196000004,3,M,0,0,9697
01611196000004,7,F,0,0,9697
01611196000004,7,M,0,0,9697
01611196090005,2,F,0,0,9697
01611196090005,2,M,0,0,9697
01611196090005,6,F,0,0,9697
01611196090005,6,M,0,0,9697
01611196090005,4,F,0,0,9697
01611196090005,4,M,0,0,9697
01611196090005,5,F,0,0,9697
01611196090005,5,M,0,0,9697
01611196090005,1,F,0,0,9697
01611196090005,1,M,0,0,9697
01611196090005,3,F,0,0,9697
01611196090005,3,M,0,0,9697
