CDS_CODE,ETHNIC,GENDER,GRADS,UC_GRADS,YEAR
01100170130401,2,F,0,0,9394
01100170130401,2,M,0,0,9394
01100170130401,6,F,0,0,9394
01100170130401,6,M,0,0,9394
01100170130401,4,F,0,0,9394
01100170130401,4,M,0,0,9394
01100170130401,5,F,0,0,9394
01100170130401,5,M,0,0,9394
01100170130401,1,M,0,0,9394
01100170130401,3,M,0,0,9394
01100170130401,7,F,0,0,9394
01100170130401,7,M,0,0,9394
01100170130427,2,F,2,0,9394
01100170130427,6,F,25,0,9394
01100170130427,6,M,0,0,9394
01100170130427,4,F,1,0,9394
01100170130427,5,F,12,0,9394
01100170130427,1,F,0,0,9394
01100170130427,3,F,0,0,9394
01100170130427,7,F,16,0,9394
01611190130229,2,F,51,40,9394
01611190130229,2,M,39,29,9394
01611190130229,6,F,9,1,9394
01611190130229,6,M,10,1,9394
01611190130229,4,F,8,4,9394
01611190130229,4,M,10,6,9394
01611190130229,5,F,12,3,9394
01611190130229,5,M,7,3,9394
01611190130229,1,F,3,0,9394
01611190130229,1,M,0,0,9394
01611190130229,3,F,1,0,9394
01611190130229,3,M,0,0,9394
01611190130229,7,F,63,47,9394
01611190130229,7,M,54,23,9394
01611190132878,2,F,23,15,9394
01611190132878,2,M,32,15,9394
01611190132878,6,F,17,3,9394
01611190132878,6,M,22,2,9394
01611190132878,4,F,11,3,9394
01611190132878,4,M,28,7,9394
01611190132878,5,F,15,4,9394
01611190132878,5,M,22,1,9394
01611190132878,1,F,1,0,9394
01611190132878,1,M,2,0,9394
01611190132878,3,F,2,0,9394
01611190132878,3,M,3,0,9394
01611190132878,7,F,41,10,9394
01611190132878,7,M,46,9,9394
01611190134304,2,F,0,0,9394
01611190134304,2,M,0,0,9394
01611190134304,6,F,1,0,9394
01611190134304,6,M,4,0,9394
01611190134304,4,F,2,0,9394
01611190134304,4,M,0,0,9394
01611190134304,5,F,2,0,9394
01611190134304,5,M,2,0,9394
01611190134304,1,F,0,0,9394
01611190134304,1,M,0,0,9394
01611190134304,3,F,0,0,9394
01611190134304,3,M,0,0,9394
01611190134304,7,F,5,0,9394
01611190134304,7,M,5,0,9394
01611196000004,2,F,0,0,9394
01611196000004,2,M,0,0,9394
01611196000004,6,F,0,0,9394
01611196000004,6,M,0,0,9394
01611196000004,4,F,0,0,9394
01611196000004,4,M,0,0,9394
01611196000004,5,F,0,0,9394
01611196000004,5,M,0,0,9394
01611196000004,1,F,0,0,9394
01611196000004,1,M,0,0,9394
01611196000004,3,F,0,0,9394
01611196000004,3,M,0,0,9394
01611196000004,7,F,0,0,9394
01611196000004,7,M,0,0,9394
01611196090005,2,F,0,0,9394
01611196090005,2,M,0,0,9394
01611196090005,6,F,0,0,9394
01611196090005,6,M,0,0,9394
01611196090005,4,F,0,0,9394
01611196090005,4,M,0,0,9394
01611196090005,5,F,0,0,9394
01611196090005,5,M,0,0,9394
01611196090005,1,F,0,0,9394
01611196090005,1,M,0,0,9394
01611196090005,3,F,0,0,9394
01611196090005,3,M,0,0,9394
01611196090005,7,F,0,0,9394
01611196090005,7,M,0,0,9394
01611196090013,2,F,0,0,9394
01611196090013,2,M,0,0,9394
01611196090013,6,F,0,0,9394
01611196090013,6,M,0,0,9394
01611196090013,4,F,0,0,9394
01611196090013,4,M,0,0,9394
01611196090013,5,F,0,0,9394
01611196090013,5,M,0,0,9394
01611196090013,1,F,0,0,9394
01611196090013,3,F,0,0,9394
01611196090013,3,M,0,0,9394
