CDS_CODE,ETHNIC,GENDER,GRADS,UC_GRADS,YEAR
01100170130401,2,M,0,0,0304
01100170130401,6,F,0,0,0304
01100170130401,6,M,0,0,0304
01100170130401,5,F,0,0,0304
01100170130401,5,M,0,0,0304
01100170130401,1,F,0,0,0304
01100170130401,1,M,0,0,0304
01100170130401,8,F,0,0,0304
01100170130401,8,M,0,0,0304
01100170130401,3,M,0,0,0304
01100170130401,7,F,0,0,0304
01100170130401,7,M,1,0,0304
01100170130419,2,F,0,0,0304
01100170130419,2,M,1,0,0304
01100170130419,6,F,1,0,0304
01100170130419,6,M,3,0,0304
01100170130419,4,F,0,0,0304
01100170130419,4,M,0,0,0304
01100170130419,5,F,2,0,0304
01100170130419,5,M,1,0,0304
01100170130419,1,M,0,0,0304
01100170130419,8,F,0,0,0304
01100170130419,8,M,0,0,0304
01100170130419,3,F,0,0,0304
01100170130419,3,M,0,0,0304
01100170130419,7,F,1,0,0304
01100170130419,7,M,4,0,0304
01100170130427,2,F,0,0,0304
01100170130427,2,M,0,0,0304
01100170130427,6,F,20,0,0304
01100170130427,4,F,1,0,0304
01100170130427,5,F,13,0,0304
01100170130427,5,M,1,0,0304
01100170130427,1,F,0,0,0304
01100170130427,8,F,0,0,0304
01100170130427,3,F,0,0,0304
01100170130427,7,F,3,0,0304
01316090131755,2,F,0,0,0304
01316090131755,2,M,0,0,0304
01316090131755,6,F,0,0,0304
01316090131755,6,M,0,0,0304
01316090131755,4,F,0,0,0304
01316090131755,4,M,0,0,0304
01316090131755,5,F,0,0,0304
01316090131755,5,M,1,0,0304
01316090131755,1,F,0,0,0304
01316090131755,8,F,0,0,0304
01316090131755,8,M,0,0,0304
01316090131755,3,F,0,0,0304
01316090131755,7,F,1,0,0304
01316090131755,7,M,0,0,0304
01316170131763,2,F,0,0,0304
01316170131763,2,M,1,0,0304
01316170131763,6,F,1,0,0304
01316170131763,6,M,3,0,0304
01316170131763,4,F,0,0,0304
01316170131763,4,M,1,0,0304
01316170131763,5,F,4,0,0304
01316170131763,5,M,8,0,0304
01316170131763,1,F,1,0,0304
01316170131763,1,M,0,0,0304
01316170131763,8,M,0,0,0304
01316170131763,3,F,0,0,0304
01316170131763,3,M,0,0,0304
01316170131763,7,F,6,0,0304
01316170131763,7,M,16,0,0304
01611190106401,2,F,0,0,0304
01611190106401,2,M,0,0,0304
01611190106401,6,F,0,0,0304
01611190106401,6,M,0,0,0304
01611190106401,4,F,0,0,0304
01611190106401,4,M,0,0,0304
01611190106401,5,F,0,0,0304
01611190106401,5,M,0,0,0304
01611190106401,3,M,0,0,0304
01611190106401,7,F,0,0,0304
01611190106401,7,M,0,0,0304
01611190130229,2,F,71,54,0304
01611190130229,2,M,74,50,0304
01611190130229,6,F,14,7,0304
01611190130229,6,M,14,6,0304
01611190130229,4,F,10,5,0304
01611190130229,4,M,9,3,0304
01611190130229,5,F,9,4,0304
01611190130229,5,M,14,6,0304
01611190130229,1,F,0,0,0304
01611190130229,1,M,1,0,0304
01611190130229,8,F,2,2,0304
01611190130229,8,M,4,3,0304
01611190130229,3,F,2,2,0304
01611190130229,3,M,2,0,0304
01611190130229,7,F,86,61,0304
01611190130229,7,M,71,48,0304
01611190130609,2,F,0,0,0304
01611190130609,2,M,0,0,0304
01611190130609,6,F,0,0,0304
01611190130609,6,M,0,0,0304
01611190130609,4,F,0,0,0304
01611190130609,4,M,0,0,0304
01611190130609,5,F,0,0,0304
