CDS_CODE,ETHNIC,GENDER,GRADS,UC_GRADS,YEAR
01100170130401,2,F,0,0,0001
01100170130401,2,M,3,0,0001
01100170130401,6,F,0,0,0001
01100170130401,6,M,3,0,0001
01100170130401,4,F,0,0,0001
01100170130401,4,M,0,0,0001
01100170130401,5,F,0,0,0001
01100170130401,5,M,1,0,0001
01100170130401,1,M,0,0,0001
01100170130401,8,M,0,0,0001
01100170130401,3,F,0,0,0001
01100170130401,3,M,0,0,0001
01100170130401,7,F,0,0,0001
01100170130401,7,M,2,0,0001
01100170130419,2,M,0,0,0001
01100170130419,6,F,0,0,0001
01100170130419,6,M,0,0,0001
01100170130419,4,M,0,0,0001
01100170130419,5,F,0,0,0001
01100170130419,5,M,0,0,0001
01100170130419,8,M,0,0,0001
01100170130419,7,F,0,0,0001
01100170130419,7,M,0,0,0001
01100170130427,2,F,0,0,0001
01100170130427,6,F,0,0,0001
01100170130427,6,M,0,0,0001
01100170130427,4,F,0,0,0001
01100170130427,5,F,9,0,0001
01100170130427,5,M,0,0,0001
01100170130427,7,F,0,0,0001
01100170130427,7,M,0,0,0001
01100176106751,2,M,0,0,0001
01100176106751,6,F,0,0,0001
01100176106751,6,M,0,0,0001
01100176106751,5,F,0,0,0001
01100176106751,5,M,0,0,0001
01100176106751,7,F,0,0,0001
01100176106751,7,M,0,0,0001
01316090131755,2,F,0,0,0001
01316090131755,2,M,0,0,0001
01316090131755,6,F,0,0,0001
01316090131755,6,M,0,0,0001
01316090131755,4,F,0,0,0001
01316090131755,4,M,0,0,0001
01316090131755,5,F,0,0,0001
01316090131755,5,M,3,0,0001
01316090131755,8,F,0,0,0001
01316090131755,8,M,0,0,0001
01316090131755,3,M,0,0,0001
01316090131755,7,F,2,0,0001
01316090131755,7,M,0,0,0001
01316170131763,2,F,0,0,0001
01316170131763,2,M,0,0,0001
01316170131763,6,F,0,0,0001
01316170131763,6,M,0,0,0001
01316170131763,4,F,0,0,0001
01316170131763,4,M,0,0,0001
01316170131763,5,F,0,0,0001
01316170131763,5,M,0,0,0001
01316170131763,1,F,0,0,0001
01316170131763,1,M,0,0,0001
01316170131763,8,F,0,0,0001
01316170131763,3,F,0,0,0001
01316170131763,3,M,0,0,0001
01316170131763,7,F,0,0,0001
01316170131763,7,M,0,0,0001
01611190130229,2,F,53,39,0001
01611190130229,2,M,50,38,0001
01611190130229,6,F,4,1,0001
01611190130229,6,M,4,1,0001
01611190130229,4,F,4,3,0001
01611190130229,4,M,10,5,0001
01611190130229,5,F,13,7,0001
01611190130229,5,M,7,2,0001
01611190130229,1,F,2,1,0001
01611190130229,1,M,2,2,0001
01611190130229,8,F,7,1,0001
01611190130229,8,M,6,1,0001
01611190130229,3,F,1,0,0001
01611190130229,3,M,0,0,0001
01611190130229,7,F,52,25,0001
01611190130229,7,M,48,17,0001
01611190130609,2,F,0,0,0001
01611190130609,2,M,0,0,0001
01611190130609,6,F,0,0,0001
01611190130609,6,M,0,0,0001
01611190130609,4,M,0,0,0001
01611190130609,5,F,0,0,0001
01611190130609,5,M,0,0,0001
01611190130609,1,M,0,0,0001
01611190130609,3,F,0,0,0001
01611190130609,7,F,0,0,0001
01611190130609,7,M,0,0,0001
01611190130625,2,F,0,0,0001
01611190130625,2,M,0,0,0001
01611190130625,6,F,0,0,0001
01611190130625,6,M,0,0,0001
01611190130625,4,F,0,0,0001
01611190130625,4,M,0,0,0001
01611190130625,5,F,0,0,0001
