Level_Number,Report_Number,Table_Number,Line_Number,CO,DIST,SCHL,Line_Text,NoStud5,NoHFZ5,Perc5a,Perc5b,Perc5c,NoStud7,NoHFZ7,Perc7a,Perc7b,Perc7c,NoStud9,NoHFZ9,Perc9a,Perc9b,Perc9c,ChrtNum
1,0,1,1,01,61150,6090369,Aerobic Capacity                   ,74,69, 93.2,  5.4,  1.4,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,2,01,61150,6090369,Body Composition                   ,74,51, 68.9, 12.2, 18.9,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,3,01,61150,6090369,Abdominal Strength                 ,74,74,100.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,4,01,61150,6090369,Trunk Extension Strength           ,74,74,100.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,5,01,61150,6090369,Upper Body Strength                ,74,48, 64.9, 35.1,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,6,01,61150,6090369,Flexibility                        ,74,63, 85.1, 14.9,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,1,01,61150,6090385,Aerobic Capacity                   ,0,0,  0.0,  0.0,  0.0,261,208, 79.7, 11.9,  8.4,0,0,  0.0,  0.0,  0.0,0000
1,0,1,2,01,61150,6090385,Body Composition                   ,0,0,  0.0,  0.0,  0.0,261,176, 67.4, 11.5, 21.1,0,0,  0.0,  0.0,  0.0,0000
1,0,1,3,01,61150,6090385,Abdominal Strength                 ,0,0,  0.0,  0.0,  0.0,261,224, 85.8, 14.2,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,4,01,61150,6090385,Trunk Extension Strength           ,0,0,  0.0,  0.0,  0.0,261,256, 98.1,  1.9,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,5,01,61150,6090385,Upper Body Strength                ,0,0,  0.0,  0.0,  0.0,261,164, 62.8, 37.2,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,6,01,61150,6090385,Flexibility                        ,0,0,  0.0,  0.0,  0.0,261,218, 83.5, 16.5,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,1,01,61150,6090393,Aerobic Capacity                   ,99,89, 89.9,  7.1,  3.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,2,01,61150,6090393,Body Composition                   ,99,72, 72.7, 14.1, 13.2,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,3,01,61150,6090393,Abdominal Strength                 ,99,99,100.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,4,01,61150,6090393,Trunk Extension Strength           ,99,99,100.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,5,01,61150,6090393,Upper Body Strength                ,99,69, 69.7, 30.3,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,6,01,61150,6090393,Flexibility                        ,99,94, 94.9,  5.1,  0.0,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,1,01,61150,6090401,Aerobic Capacity                   ,91,67, 73.6, 19.8,  6.6,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
1,0,1,2,01,61150,6090401,Body Composition                   ,91,57, 62.6,  7.7, 29.7,0,0,  0.0,  0.0,  0.0,0,0,  0.0,  0.0,  0.0,0000
