Level,SubGrp,RptType,line_num,Ccode,Dcode,charternum,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,0,1,1,00,00000,0000,0000000,00000000000000,473633, 60.2, 39.8,465159, 60.5, 39.5,450488, 52.4, 47.6
4,0,1,2,00,00000,0000,0000000,00000000000000,473633, 67.4, 32.6,465159, 67.0, 33.0,450488, 68.0, 32.0
4,0,1,3,00,00000,0000,0000000,00000000000000,473633, 80.6, 19.4,465159, 83.1, 16.9,450488, 82.6, 17.4
4,0,1,4,00,00000,0000,0000000,00000000000000,473633, 88.2, 11.8,465159, 89.3, 10.7,450488, 86.3, 13.7
4,0,1,5,00,00000,0000,0000000,00000000000000,473633, 67.1, 32.9,465159, 68.7, 31.3,450488, 69.5, 30.5
4,0,1,6,00,00000,0000,0000000,00000000000000,473633, 66.6, 33.4,465159, 72.4, 27.6,450488, 70.3, 29.7
4,0,2,1,00,00000,0000,0000000,00000000000000,121314, 25.6, 25.6,137591, 29.6, 29.6,123213, 27.4, 27.4
4,0,2,2,00,00000,0000,0000000,00000000000000,125140, 26.4, 52.0,121412, 26.1, 55.7,119131, 26.4, 53.8
4,0,2,3,00,00000,0000,0000000,00000000000000,97230, 20.5, 72.6,89298, 19.2, 74.9,87502, 19.4, 73.2
4,0,2,4,00,00000,0000,0000000,00000000000000,66406, 14.0, 86.6,59808, 12.9, 87.7,57189, 12.7, 85.9
4,0,2,5,00,00000,0000,0000000,00000000000000,39022,  8.2, 94.8,33906,  7.3, 95.0,30760,  6.8, 92.7
4,0,2,6,00,00000,0000,0000000,00000000000000,17420,  3.7, 98.5,14461,  3.1, 98.1,14861,  3.3, 96.0
4,0,2,7,00,00000,0000,0000000,00000000000000,7101,  1.5,100.0,8683,  1.9,100.0,17832,  4.0,100.0
4,0,2,8,00,00000,0000,0000000,00000000000000,473633,100.0, ,465159,100.0, ,450488,100.0, 
4,1,3,1,00,00000,0000,0000000,00000000000000,231666, 48.9,  0.0,227679, 48.9,  0.0,220391, 48.9,  0.0
4,1,3,2,00,00000,0000,0000000,00000000000000,241948, 51.1,  0.0,237453, 51.0,  0.0,230078, 51.1,  0.0
4,1,3,3,00,00000,0000,0000000,00000000000000,19,  0.0,  0.0,27,  0.0,  0.0,19,  0.0,  0.0
4,2,1,1,00,00000,0000,0000000,00000000000000,231666, 62.4, 37.6,227679, 62.5, 37.5,220391, 49.4, 50.6
4,2,1,2,00,00000,0000,0000000,00000000000000,231666, 76.6, 23.4,227679, 72.9, 27.1,220391, 69.9, 30.1
4,2,1,3,00,00000,0000,0000000,00000000000000,231666, 80.0, 20.0,227679, 82.2, 17.8,220391, 82.3, 17.7
4,2,1,4,00,00000,0000,0000000,00000000000000,231666, 88.9, 11.1,227679, 90.1,  9.9,220391, 87.3, 12.7
4,2,1,5,00,00000,0000,0000000,00000000000000,231666, 63.7, 36.3,227679, 67.3, 32.7,220391, 68.8, 31.2
4,2,1,6,00,00000,0000,0000000,00000000000000,231666, 70.1, 29.9,227679, 75.7, 24.3,220391, 70.9, 29.1
4,2,2,1,00,00000,0000,0000000,00000000000000,64856, 28.0, 28.0,72111, 31.7, 31.7,58077, 26.4, 26.4
4,2,2,2,00,00000,0000,0000000,00000000000000,63156, 27.3, 55.3,60322, 26.5, 58.2,59285, 26.9, 53.3
4,2,2,3,00,00000,0000,0000000,00000000000000,46981, 20.3, 75.5,43582, 19.1, 77.3,44697, 20.3, 73.5
4,2,2,4,00,00000,0000,0000000,00000000000000,30065, 13.0, 88.5,27738, 12.2, 89.5,28451, 12.9, 86.4
4,2,2,5,00,00000,0000,0000000,00000000000000,16640,  7.2, 95.7,14343,  6.3, 95.8,14427,  6.5, 93.0
4,2,2,6,00,00000,0000,0000000,00000000000000,7013,  3.0, 98.7,5856,  2.6, 98.4,6956,  3.2, 96.1
4,2,2,7,00,00000,0000,0000000,00000000000000,2955,  1.3,100.0,3727,  1.6,100.0,8498,  3.9,100.0
4,2,2,8,00,00000,0000,0000000,00000000000000,231666,100.0, ,227679,100.0, ,220391,100.0, 
4,3,1,1,00,00000,0000,0000000,00000000000000,241948, 58.1, 41.9,237453, 58.6, 41.4,230078, 55.2, 44.8
4,3,1,2,00,00000,0000,0000000,00000000000000,241948, 58.6, 41.4,237453, 61.3, 38.7,230078, 66.1, 33.9
4,3,1,3,00,00000,0000,0000000,00000000000000,241948, 81.3, 18.7,237453, 83.9, 16.1,230078, 82.9, 17.1
