Level,SubGrp,RptType,line_num,Ccode,Dcode,charternum,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,2,2,3,00,00000,0000,0000000,00000000000000,44663, 19.8, 76.8,42328, 18.8, 78.7,43971, 20.2, 76.2
4,2,2,4,00,00000,0000,0000000,00000000000000,28244, 12.5, 89.3,26258, 11.6, 90.3,26788, 12.3, 88.5
4,2,2,5,00,00000,0000,0000000,00000000000000,15609,  6.9, 96.2,13721,  6.1, 96.4,13250,  6.1, 94.5
4,2,2,6,00,00000,0000,0000000,00000000000000,6499,  2.9, 99.1,5564,  2.5, 98.9,6016,  2.8, 97.3
4,2,2,7,00,00000,0000,0000000,00000000000000,2135,  0.9,100.0,2561,  1.1,100.0,5893,  2.7,100.0
4,2,2,8,00,00000,0000,0000000,00000000000000,225935,100.0, ,225667,100.0, ,218148,100.0, 
4,3,1,1,00,00000,0000,0000000,00000000000000,235467, 59.7, 40.3,235567, 59.8, 40.2,229518, 58.4, 41.6
4,3,1,2,00,00000,0000,0000000,00000000000000,235467, 59.2, 40.8,235567, 62.1, 37.9,229518, 67.0, 33.0
4,3,1,3,00,00000,0000,0000000,00000000000000,235467, 80.9, 19.1,235567, 84.4, 15.6,229518, 84.3, 15.7
4,3,1,4,00,00000,0000,0000000,00000000000000,235467, 87.1, 12.9,235567, 88.7, 11.3,229518, 86.9, 13.1
4,3,1,5,00,00000,0000,0000000,00000000000000,235467, 71.5, 28.5,235567, 71.4, 28.6,229518, 72.4, 27.6
4,3,1,6,00,00000,0000,0000000,00000000000000,235467, 64.6, 35.4,235567, 70.7, 29.3,229518, 73.0, 27.0
4,3,2,1,00,00000,0000,0000000,00000000000000,57389, 24.4, 24.4,66948, 28.4, 28.4,70754, 30.8, 30.8
4,3,2,2,00,00000,0000,0000000,00000000000000,59785, 25.4, 49.8,61197, 26.0, 54.4,60248, 26.2, 57.1
4,3,2,3,00,00000,0000,0000000,00000000000000,48649, 20.7, 70.4,45540, 19.3, 73.7,42024, 18.3, 75.4
4,3,2,4,00,00000,0000,0000000,00000000000000,35069, 14.9, 85.3,31506, 13.4, 87.1,27924, 12.2, 87.6
4,3,2,5,00,00000,0000,0000000,00000000000000,21317,  9.1, 94.4,18362,  7.8, 94.9,14895,  6.5, 94.0
4,3,2,6,00,00000,0000,0000000,00000000000000,10072,  4.3, 98.6,8477,  3.6, 98.5,6934,  3.0, 97.1
4,3,2,7,00,00000,0000,0000000,00000000000000,3186,  1.4,100.0,3537,  1.5,100.0,6739,  2.9,100.0
4,3,2,8,00,00000,0000,0000000,00000000000000,235467,100.0, ,235567,100.0, ,229518,100.0, 
4,4,3,1,00,00000,0000,0000000,00000000000000,3667,  0.8,  0.0,3682,  0.8,  0.0,3457,  0.8,  0.0
4,4,3,2,00,00000,0000,0000000,00000000000000,10699,  2.3,  0.0,10746,  2.3,  0.0,11272,  2.5,  0.0
4,4,3,3,00,00000,0000,0000000,00000000000000,2043,  0.4,  0.0,2175,  0.5,  0.0,2053,  0.5,  0.0
4,4,3,4,00,00000,0000,0000000,00000000000000,4124,  0.9,  0.0,4526,  1.0,  0.0,4884,  1.1,  0.0
4,4,3,5,00,00000,0000,0000000,00000000000000,6276,  1.4,  0.0,6034,  1.3,  0.0,5771,  1.3,  0.0
4,4,3,6,00,00000,0000,0000000,00000000000000,4518,  1.0,  0.0,3994,  0.9,  0.0,3833,  0.9,  0.0
4,4,3,7,00,00000,0000,0000000,00000000000000,1004,  0.2,  0.0,1120,  0.2,  0.0,916,  0.2,  0.0
4,4,3,8,00,00000,0000,0000000,00000000000000,1154,  0.3,  0.0,1259,  0.3,  0.0,1131,  0.3,  0.0
4,4,3,9,00,00000,0000,0000000,00000000000000,9550,  2.1,  0.0,9928,  2.2,  0.0,10379,  2.3,  0.0
4,4,3,10,00,00000,0000,0000000,00000000000000,379,  0.1,  0.0,332,  0.1,  0.0,349,  0.1,  0.0
4,4,3,11,00,00000,0000,0000000,00000000000000,242,  0.1,  0.0,216,  0.0,  0.0,210,  0.0,  0.0
4,4,3,12,00,00000,0000,0000000,00000000000000,662,  0.1,  0.0,765,  0.2,  0.0,565,  0.1,  0.0
4,4,3,13,00,00000,0000,0000000,00000000000000,32,  0.0,  0.0,23,  0.0,  0.0,38,  0.0,  0.0
4,4,3,14,00,00000,0000,0000000,00000000000000,1541,  0.3,  0.0,1651,  0.4,  0.0,1778,  0.4,  0.0
4,4,3,15,00,00000,0000,0000000,00000000000000,12988,  2.8,  0.0,12633,  2.7,  0.0,12882,  2.9,  0.0
4,4,3,16,00,00000,0000,0000000,00000000000000,231767, 50.2,  0.0,226592, 49.1,  0.0,212007, 47.4,  0.0
4,4,3,17,00,00000,0000,0000000,00000000000000,34051,  7.4,  0.0,35397,  7.7,  0.0,32732,  7.3,  0.0
4,4,3,18,00,00000,0000,0000000,00000000000000,131608, 28.5,  0.0,135619, 29.4,  0.0,138268, 30.9,  0.0
4,4,3,19,00,00000,0000,0000000,00000000000000,5099,  0.0,  0.0,4543,  0.0,  0.0,5151,  0.0,  0.0
4,5,1,1,00,00000,0000,0000000,00000000000000,3667, 55.9, 44.1,3682, 54.9, 45.1,3457, 51.2, 48.8
4,5,1,2,00,00000,0000,0000000,00000000000000,3667, 63.9, 36.1,3682, 60.4, 39.6,3457, 66.3, 33.7
4,5,1,3,00,00000,0000,0000000,00000000000000,3667, 79.9, 20.1,3682, 80.1, 19.9,3457, 82.4, 17.6
4,5,1,4,00,00000,0000,0000000,00000000000000,3667, 88.5, 11.5,3682, 90.7,  9.3,3457, 88.0, 12.0
4,5,1,5,00,00000,0000,0000000,00000000000000,3667, 65.2, 34.8,3682, 65.0, 35.0,3457, 68.3, 31.7
4,5,1,6,00,00000,0000,0000000,00000000000000,3667, 67.7, 32.3,3682, 72.7, 27.3,3457, 71.5, 28.5
4,5,2,1,00,00000,0000,0000000,00000000000000,896, 24.4, 24.4,973, 26.4, 26.4,922, 26.7, 26.7
4,5,2,2,00,00000,0000,0000000,00000000000000,924, 25.2, 49.6,893, 24.3, 50.7,903, 26.1, 52.8
4,5,2,3,00,00000,0000,0000000,00000000000000,742, 20.2, 69.9,736, 20.0, 70.7,684, 19.8, 72.6
4,5,2,4,00,00000,0000,0000000,00000000000000,554, 15.1, 85.0,503, 13.7, 84.3,458, 13.2, 85.8
4,5,2,5,00,00000,0000,0000000,00000000000000,327,  8.9, 93.9,355,  9.6, 94.0,261,  7.5, 93.4
4,5,2,6,00,00000,0000,0000000,00000000000000,164,  4.5, 98.4,137,  3.7, 97.7,107,  3.1, 96.5
4,5,2,7,00,00000,0000,0000000,00000000000000,60,  1.6,100.0,85,  2.3,100.0,122,  3.5,100.0
4,5,2,8,00,00000,0000,0000000,00000000000000,3667,100.0, ,3682,100.0, ,3457,100.0, 
4,6,1,1,00,00000,0000,0000000,00000000000000,10699, 69.6, 30.4,10746, 78.6, 21.4,11272, 72.4, 27.6
4,6,1,2,00,00000,0000,0000000,00000000000000,10699, 82.6, 17.4,10746, 84.7, 15.3,11272, 85.4, 14.6
4,6,1,3,00,00000,0000,0000000,00000000000000,10699, 85.1, 14.9,10746, 89.7, 10.3,11272, 89.9, 10.1
4,6,1,4,00,00000,0000,0000000,00000000000000,10699, 88.5, 11.5,10746, 90.9,  9.1,11272, 90.5,  9.5
4,6,1,5,00,00000,0000,0000000,00000000000000,10699, 76.7, 23.3,10746, 81.0, 19.0,11272, 83.5, 16.5
4,6,1,6,00,00000,0000,0000000,00000000000000,10699, 80.7, 19.3,10746, 85.6, 14.4,11272, 83.3, 16.7
4,6,2,1,00,00000,0000,0000000,00000000000000,4121, 38.5, 38.5,5262, 49.0, 49.0,5344, 47.4, 47.4
4,6,2,2,00,00000,0000,0000000,00000000000000,3107, 29.0, 67.6,2918, 27.2, 76.1,3142, 27.9, 75.3
4,6,2,3,00,00000,0000,0000000,00000000000000,1887, 17.6, 85.2,1534, 14.3, 90.4,1604, 14.2, 89.5
4,6,2,4,00,00000,0000,0000000,00000000000000,980,  9.2, 94.4,648,  6.0, 96.4,718,  6.4, 95.9
4,6,2,5,00,00000,0000,0000000,00000000000000,401,  3.7, 98.1,262,  2.4, 98.9,239,  2.1, 98.0
4,6,2,6,00,00000,0000,0000000,00000000000000,153,  1.4, 99.5,90,  0.8, 99.7,98,  0.9, 98.9
4,6,2,7,00,00000,0000,0000000,00000000000000,50,  0.5,100.0,32,  0.3,100.0,127,  1.1,100.0
4,6,2,8,00,00000,0000,0000000,00000000000000,10699,100.0, ,10746,100.0, ,11272,100.0, 
4,7,1,1,00,00000,0000,0000000,00000000000000,2043, 78.8, 21.2,2175, 82.6, 17.4,2053, 79.0, 21.0
4,7,1,2,00,00000,0000,0000000,00000000000000,2043, 84.0, 16.0,2175, 83.6, 16.4,2053, 84.9, 15.1
4,7,1,3,00,00000,0000,0000000,00000000000000,2043, 86.4, 13.6,2175, 90.2,  9.8,2053, 90.2,  9.8
4,7,1,4,00,00000,0000,0000000,00000000000000,2043, 91.6,  8.4,2175, 91.9,  8.1,2053, 91.1,  8.9
4,7,1,5,00,00000,0000,0000000,00000000000000,2043, 79.9, 20.1,2175, 83.4, 16.6,2053, 85.7, 14.3
4,7,1,6,00,00000,0000,0000000,00000000000000,2043, 81.9, 18.1,2175, 85.7, 14.3,2053, 82.2, 17.8
4,7,2,1,00,00000,0000,0000000,00000000000000,926, 45.3, 45.3,1154, 53.1, 53.1,1084, 52.8, 52.8
4,7,2,2,00,00000,0000,0000000,00000000000000,596, 29.2, 74.5,567, 26.1, 79.1,525, 25.6, 78.4
4,7,2,3,00,00000,0000,0000000,00000000000000,299, 14.6, 89.1,256, 11.8, 90.9,242, 11.8, 90.2
