Level,SubGrp,RptType,line_num,Ccode,Dcode,charternum,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,0,1,1,00,00000,0000,0000000,00000000000000,454276, 64.2, 35.8,458122, 63.8, 36.2,459013, 60.5, 39.5
4,0,1,2,00,00000,0000,0000000,00000000000000,454276, 68.4, 31.6,458122, 68.4, 31.6,459013, 69.7, 30.3
4,0,1,3,00,00000,0000,0000000,00000000000000,454276, 80.6, 19.4,458122, 84.6, 15.4,459013, 86.2, 13.8
4,0,1,4,00,00000,0000,0000000,00000000000000,454276, 88.2, 11.8,458122, 89.9, 10.1,459013, 90.1,  9.9
4,0,1,5,00,00000,0000,0000000,00000000000000,454276, 69.6, 30.4,458122, 71.2, 28.8,459013, 75.3, 24.7
4,0,1,6,00,00000,0000,0000000,00000000000000,454276, 69.6, 30.4,458122, 76.3, 23.7,459013, 79.2, 20.8
4,0,2,1,00,00000,0000,0000000,00000000000000,129391, 28.5, 28.5,150664, 32.9, 32.9,163449, 35.6, 35.6
4,0,2,2,00,00000,0000,0000000,00000000000000,120817, 26.6, 55.1,120958, 26.4, 59.3,124453, 27.1, 62.7
4,0,2,3,00,00000,0000,0000000,00000000000000,88995, 19.6, 74.7,83044, 18.1, 77.4,77704, 16.9, 79.7
4,0,2,4,00,00000,0000,0000000,00000000000000,60026, 13.2, 87.9,55239, 12.1, 89.5,47120, 10.3, 89.9
4,0,2,5,00,00000,0000,0000000,00000000000000,34822,  7.7, 95.5,30295,  6.6, 96.1,24739,  5.4, 95.3
4,0,2,6,00,00000,0000,0000000,00000000000000,15672,  3.4, 99.0,12912,  2.8, 98.9,11535,  2.5, 97.8
4,0,2,7,00,00000,0000,0000000,00000000000000,4553,  1.0,100.0,5010,  1.1,100.0,10013,  2.2,100.0
4,0,2,8,00,00000,0000,0000000,00000000000000,454276,100.0, ,458122,100.0, ,459013,100.0, 
4,1,3,1,00,00000,0000,0000000,00000000000000,222034, 48.9,  0.0,224041, 48.9,  0.0,223504, 48.7,  0.0
4,1,3,2,00,00000,0000,0000000,00000000000000,232242, 51.1,  0.0,234073, 51.1,  0.0,235507, 51.3,  0.0
4,1,3,3,00,00000,0000,0000000,00000000000000,0,  0.0,  0.0,8,  0.0,  0.0,2,  0.0,  0.0
4,2,1,1,00,00000,0000,0000000,00000000000000,222034, 67.8, 32.2,224041, 66.7, 33.3,223504, 58.0, 42.0
4,2,1,2,00,00000,0000,0000000,00000000000000,222034, 77.5, 22.5,224041, 74.1, 25.9,223504, 71.2, 28.8
4,2,1,3,00,00000,0000,0000000,00000000000000,222034, 79.9, 20.1,224041, 83.5, 16.5,223504, 85.5, 14.5
4,2,1,4,00,00000,0000,0000000,00000000000000,222034, 89.1, 10.9,224041, 90.9,  9.1,223504, 91.3,  8.7
4,2,1,5,00,00000,0000,0000000,00000000000000,222034, 66.5, 33.5,224041, 70.0, 30.0,223504, 74.7, 25.3
4,2,1,6,00,00000,0000,0000000,00000000000000,222034, 73.4, 26.6,224041, 79.6, 20.4,223504, 79.4, 20.6
