Level,SubGrp,RptType,line_num,Ccode,Dcode,charternum,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,3,1,6,00,00000,000,0000000,00000000000000,239283, 62.7, 37.3,236540, 67.6, 32.4,205904, 67.1, 32.9
4,3,2,1,00,00000,000,0000000,00000000000000,53428, 22.3, 22.3,61508, 26.0, 26.0,53986, 26.2, 26.2
4,3,2,2,00,00000,000,0000000,00000000000000,61517, 25.7, 48.0,61518, 26.0, 52.0,52475, 25.5, 51.7
4,3,2,3,00,00000,000,0000000,00000000000000,50312, 21.0, 69.1,46442, 19.6, 71.6,38001, 18.5, 70.2
4,3,2,4,00,00000,000,0000000,00000000000000,36498, 15.3, 84.3,32769, 13.9, 85.5,25524, 12.4, 82.6
4,3,2,5,00,00000,000,0000000,00000000000000,21680,  9.1, 93.4,19144,  8.1, 93.6,14678,  7.1, 89.7
4,3,2,6,00,00000,000,0000000,00000000000000,10108,  4.2, 97.6,8519,  3.6, 97.2,7611,  3.7, 93.4
4,3,2,7,00,00000,000,0000000,00000000000000,5740,  2.4,100.0,6640,  2.8,100.0,13629,  6.6,100.0
4,3,2,8,00,00000,000,0000000,00000000000000,239283,100.0, ,236540,100.0, ,205904,100.0, 
4,4,3,1,00,00000,000,0000000,00000000000000,5130,  1.1,  0.0,5096,  1.1,  0.0,4005,  1.0,  0.0
4,4,3,2,00,00000,000,0000000,00000000000000,34330,  7.3,  0.0,34493,  7.4,  0.0,32309,  8.1,  0.0
4,4,3,3,00,00000,000,0000000,00000000000000,6119,  1.3,  0.0,5948,  1.3,  0.0,5401,  1.4,  0.0
4,4,3,4,00,00000,000,0000000,00000000000000,11535,  2.5,  0.0,11971,  2.6,  0.0,11248,  2.8,  0.0
4,4,3,5,00,00000,000,0000000,00000000000000,215462, 46.0,  0.0,201675, 43.5,  0.0,166957, 41.8,  0.0
4,4,3,6,00,00000,000,0000000,00000000000000,36805,  7.8,  0.0,36917,  8.0,  0.0,30078,  7.5,  0.0
4,4,3,7,00,00000,000,0000000,00000000000000,149706, 31.9,  0.0,157349, 34.0,  0.0,137398, 34.4,  0.0
4,4,3,8,00,00000,000,0000000,00000000000000,9795,  2.1,  0.0,9656,  2.1,  0.0,12406,  3.1,  0.0
4,5,1,1,00,00000,000,0000000,00000000000000,4977, 51.3, 48.7,4943, 53.9, 46.1,3825, 45.2, 54.8
4,5,1,2,00,00000,000,0000000,00000000000000,4927, 65.8, 34.2,4862, 64.9, 35.1,3717, 64.5, 35.5
4,5,1,3,00,00000,000,0000000,00000000000000,4997, 79.0, 21.0,4975, 81.0, 19.0,3857, 79.5, 20.5
4,5,1,4,00,00000,000,0000000,00000000000000,4983, 87.2, 12.8,4961, 88.7, 11.3,3815, 82.0, 18.0
4,5,1,5,00,00000,000,0000000,00000000000000,4948, 64.2, 35.8,4927, 64.6, 35.4,3850, 65.1, 34.9
4,5,1,6,00,00000,000,0000000,00000000000000,5032, 64.7, 35.3,5016, 68.7, 31.3,3685, 62.6, 37.4
4,5,2,1,00,00000,000,0000000,00000000000000,1130, 22.0, 22.0,1303, 25.6, 25.6,811, 20.2, 20.2
4,5,2,2,00,00000,000,0000000,00000000000000,1291, 25.2, 47.2,1270, 24.9, 50.5,998, 24.9, 45.2
4,5,2,3,00,00000,000,0000000,00000000000000,1079, 21.0, 68.2,1019, 20.0, 70.5,883, 22.0, 67.2
4,5,2,4,00,00000,000,0000000,00000000000000,806, 15.7, 83.9,725, 14.2, 84.7,609, 15.2, 82.4
4,5,2,5,00,00000,000,0000000,00000000000000,468,  9.1, 93.1,438,  8.6, 93.3,300,  7.5, 89.9
4,5,2,6,00,00000,000,0000000,00000000000000,239,  4.7, 97.7,199,  3.9, 97.2,161,  4.0, 93.9
4,5,2,7,00,00000,000,0000000,00000000000000,117,  2.3,100.0,142,  2.8,100.0,243,  6.1,100.0
4,5,2,8,00,00000,000,0000000,00000000000000,5130,100.0, ,5096,100.0, ,4005,100.0, 
4,6,1,1,00,00000,000,0000000,00000000000000,33792, 61.3, 38.7,34059, 67.0, 33.0,31572, 60.6, 39.4
4,6,1,2,00,00000,000,0000000,00000000000000,33163, 75.3, 24.7,33707, 78.1, 21.9,30621, 79.0, 21.0
4,6,1,3,00,00000,000,0000000,00000000000000,33863, 83.0, 17.0,33624, 86.4, 13.6,31645, 86.6, 13.4
4,6,1,4,00,00000,000,0000000,00000000000000,33602, 87.0, 13.0,33938, 90.2,  9.8,31532, 85.3, 14.7
4,6,1,5,00,00000,000,0000000,00000000000000,33513, 70.8, 29.2,33761, 74.3, 25.7,31183, 74.5, 25.5
4,6,1,6,00,00000,000,0000000,00000000000000,33937, 75.5, 24.5,34140, 80.9, 19.1,31733, 78.0, 22.0
4,6,2,1,00,00000,000,0000000,00000000000000,10127, 29.5, 29.5,12790, 37.1, 37.1,11013, 34.1, 34.1
4,6,2,2,00,00000,000,0000000,00000000000000,10067, 29.3, 58.8,10124, 29.4, 66.4,9799, 30.3, 64.4
4,6,2,3,00,00000,000,0000000,00000000000000,6914, 20.1, 79.0,6027, 17.5, 83.9,5803, 18.0, 82.4
4,6,2,4,00,00000,000,0000000,00000000000000,4025, 11.7, 90.7,3236,  9.4, 93.3,2873,  8.9, 91.3
4,6,2,5,00,00000,000,0000000,00000000000000,1943,  5.7, 96.3,1398,  4.1, 97.3,1267,  3.9, 95.2
4,6,2,6,00,00000,000,0000000,00000000000000,768,  2.2, 98.6,500,  1.4, 98.8,518,  1.6, 96.8
4,6,2,7,00,00000,000,0000000,00000000000000,486,  1.4,100.0,418,  1.2,100.0,1036,  3.2,100.0
4,6,2,8,00,00000,000,0000000,00000000000000,34330,100.0, ,34493,100.0, ,32309,100.0, 
4,7,1,1,00,00000,000,0000000,00000000000000,6033, 55.0, 45.0,5849, 58.5, 41.5,5269, 48.3, 51.7
4,7,1,2,00,00000,000,0000000,00000000000000,5872, 67.6, 32.4,5782, 68.4, 31.6,5116, 71.5, 28.5
4,7,1,3,00,00000,000,0000000,00000000000000,6035, 82.7, 17.3,5861, 85.5, 14.5,5263, 84.7, 15.3
4,7,1,4,00,00000,000,0000000,00000000000000,6001, 86.5, 13.5,5846, 89.0, 11.0,5225, 86.6, 13.4
4,7,1,5,00,00000,000,0000000,00000000000000,6016, 70.4, 29.6,5837, 72.1, 27.9,5250, 74.6, 25.4
4,7,1,6,00,00000,000,0000000,00000000000000,6018, 71.0, 29.0,5890, 76.4, 23.6,5248, 72.0, 28.0
4,7,2,1,00,00000,000,0000000,00000000000000,1512, 24.7, 24.7,1786, 30.0, 30.0,1416, 26.2, 26.2
4,7,2,2,00,00000,000,0000000,00000000000000,1712, 28.0, 52.7,1678, 28.2, 58.2,1588, 29.4, 55.6
4,7,2,3,00,00000,000,0000000,00000000000000,1322, 21.6, 74.3,1150, 19.3, 77.6,1176, 21.8, 77.4
4,7,2,4,00,00000,000,0000000,00000000000000,840, 13.7, 88.0,730, 12.3, 89.8,608, 11.3, 88.7
4,7,2,5,00,00000,000,0000000,00000000000000,455,  7.4, 95.5,356,  6.0, 95.8,282,  5.2, 93.9
4,7,2,6,00,00000,000,0000000,00000000000000,159,  2.6, 98.1,149,  2.5, 98.3,116,  2.1, 96.0
4,7,2,7,00,00000,000,0000000,00000000000000,119,  1.9,100.0,99,  1.7,100.0,215,  4.0,100.0
4,7,2,8,00,00000,000,0000000,00000000000000,6119,100.0, ,5948,100.0, ,5401,100.0, 
4,8,1,1,00,00000,000,0000000,00000000000000,11351, 54.5, 45.5,11804, 62.8, 37.2,10925, 52.5, 47.5
4,8,1,2,00,00000,000,0000000,00000000000000,11232, 68.1, 31.9,11652, 72.2, 27.8,10543, 72.7, 27.3
4,8,1,3,00,00000,000,0000000,00000000000000,11344, 82.0, 18.0,11794, 86.2, 13.8,10940, 83.7, 16.3
4,8,1,4,00,00000,000,0000000,00000000000000,11279, 86.9, 13.1,11772, 89.2, 10.8,10902, 84.7, 15.3
4,8,1,5,00,00000,000,0000000,00000000000000,11253, 70.6, 29.4,11757, 73.4, 26.6,10868, 72.7, 27.3
4,8,1,6,00,00000,000,0000000,00000000000000,11392, 72.9, 27.1,11855, 79.6, 20.4,10946, 74.8, 25.2
