Level,SubGrp,RptType,line_num,Ccode,Dcode,charternum,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,2,1,5,00,00000,0000,0000000,00000000000000,231132, 63.2, 36.8,223461, 66.8, 33.2,216609, 67.8, 32.2
4,2,1,6,00,00000,0000,0000000,00000000000000,231132, 69.2, 30.8,223461, 74.9, 25.1,216609, 70.3, 29.7
4,2,2,1,00,00000,0000,0000000,00000000000000,61643, 26.7, 26.7,68986, 30.9, 30.9,55927, 25.8, 25.8
4,2,2,2,00,00000,0000,0000000,00000000000000,62388, 27.0, 53.7,60839, 27.2, 58.1,57974, 26.8, 52.6
4,2,2,3,00,00000,0000,0000000,00000000000000,47608, 20.6, 74.3,42593, 19.1, 77.2,43459, 20.1, 72.6
4,2,2,4,00,00000,0000,0000000,00000000000000,31264, 13.5, 87.8,26646, 11.9, 89.1,26503, 12.2, 84.9
4,2,2,5,00,00000,0000,0000000,00000000000000,16948,  7.3, 95.1,14005,  6.3, 95.3,13943,  6.4, 91.3
4,2,2,6,00,00000,0000,0000000,00000000000000,7421,  3.2, 98.3,5845,  2.6, 98.0,6623,  3.1, 94.4
4,2,2,7,00,00000,0000,0000000,00000000000000,3860,  1.7,100.0,4547,  2.0,100.0,12180,  5.6,100.0
4,2,2,8,00,00000,0000,0000000,00000000000000,231132,100.0, ,223461,100.0, ,216609,100.0, 
4,3,1,1,00,00000,0000,0000000,00000000000000,241707, 56.8, 43.2,232823, 57.9, 42.1,228299, 53.9, 46.1
4,3,1,2,00,00000,0000,0000000,00000000000000,241707, 57.8, 42.2,232823, 60.9, 39.1,228299, 64.8, 35.2
4,3,1,3,00,00000,0000,0000000,00000000000000,241707, 80.7, 19.3,232823, 84.3, 15.7,228299, 81.4, 18.6
4,3,1,4,00,00000,0000,0000000,00000000000000,241707, 86.7, 13.3,232823, 87.7, 12.3,228299, 83.2, 16.8
4,3,1,5,00,00000,0000,0000000,00000000000000,241707, 69.9, 30.1,232823, 70.2, 29.8,228299, 69.6, 30.4
4,3,1,6,00,00000,0000,0000000,00000000000000,241707, 62.3, 37.7,232823, 68.2, 31.8,228299, 68.4, 31.6
4,3,2,1,00,00000,0000,0000000,00000000000000,54021, 22.3, 22.3,62384, 26.8, 26.8,62794, 27.5, 27.5
4,3,2,2,00,00000,0000,0000000,00000000000000,61906, 25.6, 48.0,60693, 26.1, 52.9,59135, 25.9, 53.4
4,3,2,3,00,00000,0000,0000000,00000000000000,50367, 20.8, 68.8,45386, 19.5, 72.4,42020, 18.4, 71.8
4,3,2,4,00,00000,0000,0000000,00000000000000,36722, 15.2, 84.0,31372, 13.5, 85.8,27532, 12.1, 83.9
4,3,2,5,00,00000,0000,0000000,00000000000000,22779,  9.4, 93.4,18674,  8.0, 93.9,15457,  6.8, 90.6
4,3,2,6,00,00000,0000,0000000,00000000000000,10574,  4.4, 97.8,8437,  3.6, 97.5,7789,  3.4, 94.1
4,3,2,7,00,00000,0000,0000000,00000000000000,5338,  2.2,100.0,5877,  2.5,100.0,13572,  5.9,100.0
4,3,2,8,00,00000,0000,0000000,00000000000000,241707,100.0, ,232823,100.0, ,228299,100.0, 
4,4,3,1,00,00000,0000,0000000,00000000000000,3965,  0.8,  0.0,3960,  0.9,  0.0,4232,  1.0,  0.0
4,4,3,2,00,00000,0000,0000000,00000000000000,37818,  8.0,  0.0,37917,  8.3,  0.0,37921,  8.5,  0.0
4,4,3,3,00,00000,0000,0000000,00000000000000,3484,  0.7,  0.0,3358,  0.7,  0.0,3391,  0.8,  0.0
4,4,3,4,00,00000,0000,0000000,00000000000000,13380,  2.8,  0.0,14158,  3.1,  0.0,14996,  3.4,  0.0
4,4,3,5,00,00000,0000,0000000,00000000000000,228629, 48.3,  0.0,210009, 46.0,  0.0,194842, 43.8,  0.0
4,4,3,6,00,00000,0000,0000000,00000000000000,37947,  8.0,  0.0,35472,  7.8,  0.0,34429,  7.7,  0.0
4,4,3,7,00,00000,0000,0000000,00000000000000,140107, 29.6,  0.0,144130, 31.6,  0.0,147974, 33.2,  0.0
4,4,3,8,00,00000,0000,0000000,00000000000000,7579,  1.6,  0.0,7332,  1.6,  0.0,7253,  1.6,  0.0
4,5,1,1,00,00000,0000,0000000,00000000000000,3965, 50.8, 49.2,3960, 53.9, 46.1,4232, 45.2, 54.8
4,5,1,2,00,00000,0000,0000000,00000000000000,3965, 62.8, 37.2,3960, 63.9, 36.1,4232, 63.4, 36.6
4,5,1,3,00,00000,0000,0000000,00000000000000,3965, 78.7, 21.3,3960, 82.3, 17.7,4232, 80.4, 19.6
4,5,1,4,00,00000,0000,0000000,00000000000000,3965, 87.1, 12.9,3960, 88.7, 11.3,4232, 84.1, 15.9
4,5,1,5,00,00000,0000,0000000,00000000000000,3965, 64.9, 35.1,3960, 66.7, 33.3,4232, 65.5, 34.5
4,5,1,6,00,00000,0000,0000000,00000000000000,3965, 62.9, 37.1,3960, 66.9, 33.1,4232, 66.1, 33.9
4,5,2,1,00,00000,0000,0000000,00000000000000,825, 20.8, 20.8,962, 24.3, 24.3,963, 22.8, 22.8
4,5,2,2,00,00000,0000,0000000,00000000000000,1004, 25.3, 46.1,1050, 26.5, 50.8,1069, 25.3, 48.0
4,5,2,3,00,00000,0000,0000000,00000000000000,838, 21.1, 67.3,830, 21.0, 71.8,868, 20.5, 68.5
4,5,2,4,00,00000,0000,0000000,00000000000000,631, 15.9, 83.2,549, 13.9, 85.6,580, 13.7, 82.2
4,5,2,5,00,00000,0000,0000000,00000000000000,377,  9.5, 92.7,288,  7.3, 92.9,318,  7.5, 89.7
4,5,2,6,00,00000,0000,0000000,00000000000000,180,  4.5, 97.2,162,  4.1, 97.0,161,  3.8, 93.5
4,5,2,7,00,00000,0000,0000000,00000000000000,110,  2.8,100.0,119,  3.0,100.0,273,  6.5,100.0
4,5,2,8,00,00000,0000,0000000,00000000000000,3965,100.0, ,3960,100.0, ,4232,100.0, 
4,6,1,1,00,00000,0000,0000000,00000000000000,37818, 63.7, 36.3,37917, 71.4, 28.6,37921, 62.9, 37.1
4,6,1,2,00,00000,0000,0000000,00000000000000,37818, 77.7, 22.3,37917, 79.6, 20.4,37921, 80.5, 19.5
4,6,1,3,00,00000,0000,0000000,00000000000000,37818, 83.4, 16.6,37917, 89.0, 11.0,37921, 87.5, 12.5
4,6,1,4,00,00000,0000,0000000,00000000000000,37818, 88.1, 11.9,37917, 90.1,  9.9,37921, 87.6, 12.4
4,6,1,5,00,00000,0000,0000000,00000000000000,37818, 72.5, 27.5,37917, 78.3, 21.7,37921, 78.0, 22.0
4,6,1,6,00,00000,0000,0000000,00000000000000,37818, 75.5, 24.5,37917, 80.6, 19.4,37921, 77.7, 22.3
4,6,2,1,00,00000,0000,0000000,00000000000000,12206, 32.3, 32.3,15765, 41.6, 41.6,14365, 37.9, 37.9
4,6,2,2,00,00000,0000,0000000,00000000000000,10883, 28.8, 61.1,10943, 28.9, 70.4,11188, 29.5, 67.4
4,6,2,3,00,00000,0000,0000000,00000000000000,7386, 19.5, 80.6,5977, 15.8, 86.2,6387, 16.8, 84.2
4,6,2,4,00,00000,0000,0000000,00000000000000,4113, 10.9, 91.5,3014,  7.9, 94.2,3019,  8.0, 92.2
4,6,2,5,00,00000,0000,0000000,00000000000000,1966,  5.2, 96.7,1331,  3.5, 97.7,1280,  3.4, 95.6
4,6,2,6,00,00000,0000,0000000,00000000000000,835,  2.2, 98.9,505,  1.3, 99.0,512,  1.4, 96.9
4,6,2,7,00,00000,0000,0000000,00000000000000,429,  1.1,100.0,382,  1.0,100.0,1170,  3.1,100.0
4,6,2,8,00,00000,0000,0000000,00000000000000,37818,100.0, ,37917,100.0, ,37921,100.0, 
4,7,1,1,00,00000,0000,0000000,00000000000000,3484, 55.8, 44.2,3358, 57.6, 42.4,3391, 52.2, 47.8
4,7,1,2,00,00000,0000,0000000,00000000000000,3484, 59.7, 40.3,3358, 60.5, 39.5,3391, 60.0, 40.0
4,7,1,3,00,00000,0000,0000000,00000000000000,3484, 82.5, 17.5,3358, 85.0, 15.0,3391, 84.3, 15.7
4,7,1,4,00,00000,0000,0000000,00000000000000,3484, 88.1, 11.9,3358, 88.6, 11.4,3391, 86.1, 13.9
4,7,1,5,00,00000,0000,0000000,00000000000000,3484, 72.2, 27.8,3358, 72.6, 27.4,3391, 71.5, 28.5
4,7,1,6,00,00000,0000,0000000,00000000000000,3484, 64.7, 35.3,3358, 70.6, 29.4,3391, 69.5, 30.5
4,7,2,1,00,00000,0000,0000000,00000000000000,765, 22.0, 22.0,896, 26.7, 26.7,852, 25.1, 25.1
4,7,2,2,00,00000,0000,0000000,00000000000000,978, 28.1, 50.0,920, 27.4, 54.1,905, 26.7, 51.8
4,7,2,3,00,00000,0000,0000000,00000000000000,733, 21.0, 71.1,671, 20.0, 74.1,702, 20.7, 72.5
4,7,2,4,00,00000,0000,0000000,00000000000000,537, 15.4, 86.5,448, 13.3, 87.4,463, 13.7, 86.2
4,7,2,5,00,00000,0000,0000000,00000000000000,292,  8.4, 94.9,246,  7.3, 94.7,210,  6.2, 92.4
4,7,2,6,00,00000,0000,0000000,00000000000000,128,  3.7, 98.5,109,  3.2, 98.0,115,  3.4, 95.8
4,7,2,7,00,00000,0000,0000000,00000000000000,51,  1.5,100.0,68,  2.0,100.0,144,  4.2,100.0
4,7,2,8,00,00000,0000,0000000,00000000000000,3484,100.0, ,3358,100.0, ,3391,100.0, 
4,8,1,1,00,00000,0000,0000000,00000000000000,13380, 56.4, 43.6,14158, 60.3, 39.7,14996, 53.7, 46.3
4,8,1,2,00,00000,0000,0000000,00000000000000,13380, 68.8, 31.2,14158, 71.9, 28.1,14996, 71.9, 28.1
4,8,1,3,00,00000,0000,0000000,00000000000000,13380, 81.8, 18.2,14158, 86.1, 13.9,14996, 85.7, 14.3
4,8,1,4,00,00000,0000,0000000,00000000000000,13380, 87.0, 13.0,14158, 89.8, 10.2,14996, 87.8, 12.2
4,8,1,5,00,00000,0000,0000000,00000000000000,13380, 70.6, 29.4,14158, 75.7, 24.3,14996, 76.0, 24.0
