Level,SubGrp,RptType,line_num,Ccode,Dcode,charternum,Scode,cds_code,Gr05_Stu,Gr5PctIn,Gr5PctNotIn,Gr07_Stu,Gr7PctIn,Gr7PctNotIn,Gr09_Stu,Gr9PctIn,Gr9PctNotIn
4,0,1,1,00,00000,0000,0000000,00000000000000,454281, 65.7, 34.3,456447, 66.1, 33.9,470230, 63.0, 37.0
4,0,1,2,00,00000,0000,0000000,00000000000000,454281, 68.4, 31.6,456447, 68.7, 31.3,470230, 69.8, 30.2
4,0,1,3,00,00000,0000,0000000,00000000000000,454281, 80.1, 19.9,456447, 84.8, 15.2,470230, 86.0, 14.0
4,0,1,4,00,00000,0000,0000000,00000000000000,454281, 88.2, 11.8,456447, 90.1,  9.9,470230, 90.7,  9.3
4,0,1,5,00,00000,0000,0000000,00000000000000,454281, 69.8, 30.2,456447, 71.8, 28.2,470230, 76.8, 23.2
4,0,1,6,00,00000,0000,0000000,00000000000000,454281, 70.8, 29.2,456447, 77.4, 22.6,470230, 81.0, 19.0
4,0,2,1,00,00000,0000,0000000,00000000000000,132802, 29.2, 29.2,156238, 34.2, 34.2,178446, 37.9, 37.9
4,0,2,2,00,00000,0000,0000000,00000000000000,121171, 26.7, 55.9,120749, 26.5, 60.7,126383, 26.9, 64.8
4,0,2,3,00,00000,0000,0000000,00000000000000,87596, 19.3, 75.2,81410, 17.8, 78.5,74903, 15.9, 80.8
4,0,2,4,00,00000,0000,0000000,00000000000000,58289, 12.8, 88.0,52488, 11.5, 90.0,45710,  9.7, 90.5
4,0,2,5,00,00000,0000,0000000,00000000000000,34178,  7.5, 95.5,29070,  6.4, 96.4,23649,  5.0, 95.5
4,0,2,6,00,00000,0000,0000000,00000000000000,15682,  3.5, 99.0,12100,  2.7, 99.0,10594,  2.3, 97.8
4,0,2,7,00,00000,0000,0000000,00000000000000,4563,  1.0,100.0,4392,  1.0,100.0,10545,  2.2,100.0
4,0,2,8,00,00000,0000,0000000,00000000000000,454281,100.0, ,456447,100.0, ,470230,100.0, 
4,1,3,1,00,00000,0000,0000000,00000000000000,221970, 48.9,  0.0,223341, 48.9,  0.0,228907, 48.7,  0.0
4,1,3,2,00,00000,0000,0000000,00000000000000,232311, 51.1,  0.0,233084, 51.1,  0.0,241317, 51.3,  0.0
4,1,3,3,00,00000,0000,0000000,00000000000000,0,  0.0,  0.0,22,  0.0,  0.0,6,  0.0,  0.0
4,2,1,1,00,00000,0000,0000000,00000000000000,221970, 69.8, 30.2,223341, 69.2, 30.8,228907, 60.7, 39.3
4,2,1,2,00,00000,0000,0000000,00000000000000,221970, 77.5, 22.5,223341, 74.4, 25.6,228907, 70.8, 29.2
4,2,1,3,00,00000,0000,0000000,00000000000000,221970, 79.5, 20.5,223341, 83.9, 16.1,228907, 85.0, 15.0
4,2,1,4,00,00000,0000,0000000,00000000000000,221970, 89.2, 10.8,223341, 91.2,  8.8,228907, 91.8,  8.2
4,2,1,5,00,00000,0000,0000000,00000000000000,221970, 66.3, 33.7,223341, 70.4, 29.6,228907, 76.0, 24.0
4,2,1,6,00,00000,0000,0000000,00000000000000,221970, 74.7, 25.3,223341, 80.8, 19.2,228907, 81.3, 18.7
4,2,2,1,00,00000,0000,0000000,00000000000000,71856, 32.4, 32.4,82558, 37.0, 37.0,84161, 36.8, 36.8
4,2,2,2,00,00000,0000,0000000,00000000000000,60649, 27.3, 59.7,59659, 26.7, 63.7,62542, 27.3, 64.1
4,2,2,3,00,00000,0000,0000000,00000000000000,41914, 18.9, 78.6,38821, 17.4, 81.1,38115, 16.7, 80.7
4,2,2,4,00,00000,0000,0000000,00000000000000,26177, 11.8, 90.4,23674, 10.6, 91.7,22692,  9.9, 90.7
4,2,2,5,00,00000,0000,0000000,00000000000000,13943,  6.3, 96.7,12295,  5.5, 97.2,11410,  5.0, 95.6
4,2,2,6,00,00000,0000,0000000,00000000000000,5803,  2.6, 99.3,4618,  2.1, 99.2,4929,  2.2, 97.8
4,2,2,7,00,00000,0000,0000000,00000000000000,1628,  0.7,100.0,1716,  0.8,100.0,5058,  2.2,100.0
4,2,2,8,00,00000,0000,0000000,00000000000000,221970,100.0, ,223341,100.0, ,228907,100.0, 
